marka	model	donanim	motor	yakit	vites	fiyat	websitesi
Bmw	420d Coupe	2.0 190BG Luxury Plus xDrive	2,0	Dizel	Otomatik	360.800	http://www.bmw.com.tr/
Bmw	420d Coupe	2.0 190BG M Plus xDrive	2,0	Dizel	Otomatik	352.300	http://www.bmw.com.tr/
Bmw	420d Coupe	2.0 190BG Sport Plus xDrive	2,0	Dizel	Otomatik	347.600	http://www.bmw.com.tr/
Bmw	420d Coupe	2.0 190BG Ultimate M Sport xDrive	2,0	Dizel	Otomatik	388.100	http://www.bmw.com.tr/
Bmw	420d Gran Coupe	2.0 190BG Joy xDrive	2,0	Dizel	Otomatik	325.000	http://www.bmw.com.tr/
Bmw	420d Gran Coupe	2.0 190BG Luxury Plus xDrive	2,0	Dizel	Otomatik	363.600	http://www.bmw.com.tr/
Bmw	420d Gran Coupe	2.0 190BG M Plus xDrive	2,0	Dizel	Otomatik	355.100	http://www.bmw.com.tr/
Bmw	420d Gran Coupe	2.0 190BG Sport Plus xDrive	2,0	Dizel	Otomatik	350.400	http://www.bmw.com.tr/
Bmw	420d Gran Coupe	2.0 190BG Ultimate M Sport xDrive	2,0	Dizel	Otomatik	390.900	http://www.bmw.com.tr/
Bmw	430i Cabrio	2.0 252BG Luxury Line xDrive	2,0	Benzin	Otomatik	437.000	http://www.bmw.com.tr/
Bmw	430i Cabrio	2.0 252BG M Sport xDrive	2,0	Benzin	Otomatik	448.300	http://www.bmw.com.tr/
Bmw	430i Cabrio	2.0 252BG Sport Line xDrive	2,0	Benzin	Otomatik	433.300	http://www.bmw.com.tr/
Bmw	430i Cabrio	2.0 252BG Ulitmate M Sport xDrive	2,0	Benzin	Otomatik	482.200	http://www.bmw.com.tr/
Bmw	430i Coupe	2.0 252BG Joy xDrive	2,0	Benzin	Otomatik	359.800	http://www.bmw.com.tr/
Bmw	430i Coupe	2.0 252BG Luxury Plus xDrive	2,0	Benzin	Otomatik	398.400	http://www.bmw.com.tr/
Bmw	430i Coupe	2.0 252BG M Plus xDrive	2,0	Benzin	Otomatik	390.000	http://www.bmw.com.tr/
Bmw	430i Coupe	2.0 252BG Sport Plus xDrive	2,0	Benzin	Otomatik	385.300	http://www.bmw.com.tr/
Bmw	430i Coupe	2.0 252BG Ultimate M Sport xDrive	2,0	Benzin	Otomatik	425.700	http://www.bmw.com.tr/
Bmw	430i Gran Coupe	2.0 252BG Joy xDrive	2,0	Benzin	Otomatik	362.700	http://www.bmw.com.tr/
Bmw	430i Gran Coupe	2.0 252BG Luxury Plus xDrive	2,0	Benzin	Otomatik	401.300	http://www.bmw.com.tr/
Bmw	430i Gran Coupe	2.0 252BG M Plus xDrive	2,0	Benzin	Otomatik	392.800	http://www.bmw.com.tr/
Bmw	430i Gran Coupe	2.0 252BG Sport Plus xDrive	2,0	Benzin	Otomatik	388.100	http://www.bmw.com.tr/
Bmw	430i Gran Coupe	2.0 252BG Ultimate M Sport xDrive	2,0	Benzin	Otomatik	428.600	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG Luxury Line	2,0	Dizel	Otomatik	416.300	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG M Sport	2,0	Dizel	Otomatik	423.400	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG Prestige	2,0	Dizel	Otomatik	406.900	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG Sport Line	2,0	Dizel	Otomatik	404.600	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG Luxury Line xDrive	2,0	Dizel	Otomatik	437.500	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG M Sport xDrive	2,0	Dizel	Otomatik	444.600	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG Prestige xDrive	2,0	Dizel	Otomatik	428.100	http://www.bmw.com.tr/
Bmw	520d Sedan	2.0 190BG Sport Line xDrive	2,0	Dizel	Otomatik	425.700	http://www.bmw.com.tr/
Bmw	520d Sedan	3.0 265BG Luxury Line xDrive	3,0	Dizel	Otomatik	595.200	http://www.bmw.com.tr/
Bmw	520d Sedan	3.0 265BG M Sport xDrive	3,0	Dizel	Otomatik	604.000	http://www.bmw.com.tr/
Bmw	520d Sedan	3.0 265BG Prestige xDrive	3,0	Dizel	Otomatik	583.600	http://www.bmw.com.tr/
Bmw	520d Sedan	3.0 265BG Sport Line xDrive	3,0	Dizel	Otomatik	580.700	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive Luxury	2,0	Benzin	Otomatik	338.600	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive M	2,0	Benzin	Otomatik	343.300	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive Prestige	2,0	Benzin	Otomatik	329.200	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive Sport	2,0	Benzin	Otomatik	326.900	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive Luxury xDrive	2,0	Benzin	Otomatik	360.300	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive M xDrive	2,0	Benzin	Otomatik	365.000	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive Prestige xDrive	2,0	Benzin	Otomatik	350.900	http://www.bmw.com.tr/
Bmw	530i Sedan	2.0 252BG Executive Sport xDrive	2,0	Benzin	Otomatik	348.500	http://www.bmw.com.tr/
Bmw	540i Sedan	3.0 340BG Executive Luxury xDrive	3,0	Benzin	Otomatik	595.200	http://www.bmw.com.tr/
Bmw	540i Sedan	3.0 340BG Executive M xDrive	3,0	Benzin	Otomatik	601.100	http://www.bmw.com.tr/
Bmw	540i Sedan	3.0 340BG Executive Prestige xDrive	3,0	Benzin	Otomatik	583.600	http://www.bmw.com.tr/
Bmw	540i Sedan	3.0 340BG Executive Sport xDrive	3,0	Benzin	Otomatik	580.700	http://www.bmw.com.tr/
Bmw	640d Cabrio	3.0 313BG M Sport xDrive	3,0	Dizel	Otomatik	942.100	http://www.bmw.com.tr/
Bmw	640d Cabrio	3.0 313BG Pure xDrive	3,0	Dizel	Otomatik	866.300	http://www.bmw.com.tr/
Bmw	640d Cabrio	3.0 313BG Pure Excellence xDrive	3,0	Dizel	Otomatik	895.400	http://www.bmw.com.tr/
Bmw	640d Cabrio	3.0 313BG Pure Experience xDrive	3,0	Dizel	Otomatik	907.100	http://www.bmw.com.tr/
Bmw	640d Coupe	3.0 313BG M Sport xDrive	3,0	Dizel	Otomatik	872.100	http://www.bmw.com.tr/
Bmw	640d Coupe	3.0 313BG Pure xDrive	3,0	Dizel	Otomatik	796.300	http://www.bmw.com.tr/
Bmw	640d Coupe	3.0 313BG Pure Excellence xDrive	3,0	Dizel	Otomatik	825.500	http://www.bmw.com.tr/
Bmw	640d Coupe	3.0 313BG Pure Experience xDrive	3,0	Dizel	Otomatik	837.100	http://www.bmw.com.tr/
Bmw	640d Gran Coupe	3.0 313BG M Sport xDrive	3,0	Dizel	Otomatik	895.400	http://www.bmw.com.tr/
Bmw	640d Gran Coupe	3.0 313BG Pure xDrive	3,0	Dizel	Otomatik	819.700	http://www.bmw.com.tr/
Bmw	640d Gran Coupe	3.0 313BG Pure Excellence xDrive	3,0	Dizel	Otomatik	848.800	http://www.bmw.com.tr/
Bmw	640d Gran Coupe	3.0 313BG Pure Experience xDrive	3,0	Dizel	Otomatik	860.500	http://www.bmw.com.tr/
Bmw	725d	2.0 231BG M Excellence	2,0	Dizel	Otomatik	887.100	http://www.bmw.com.tr/
Bmw	725d	2.0 231BG M Sport	2,0	Dizel	Otomatik	882.400	http://www.bmw.com.tr/
Bmw	725d	2.0 231BG Pure Excellence	2,0	Dizel	Otomatik	875.400	http://www.bmw.com.tr/
Bmw	725Ld	2.0 231BG M Excellence	2,0	Dizel	Otomatik	929.500	http://www.bmw.com.tr/
Bmw	725Ld	2.0 231BG M Sport	2,0	Dizel	Otomatik	914.000	http://www.bmw.com.tr/
Bmw	725Ld	2.0 231BG Pure Excellence	2,0	Dizel	Otomatik	917.700	http://www.bmw.com.tr/
Bmw	730d	3.0 265BG M Excellence xDrive	3,0	Dizel	Otomatik	1.122.800	http://www.bmw.com.tr/
Bmw	730d	3.0 265BG M Sport xDrive	3,0	Dizel	Otomatik	1.117.000	http://www.bmw.com.tr/
Bmw	730d	3.0 265BG Pure Excellence xDrive	3,0	Dizel	Otomatik	1.108.200	http://www.bmw.com.tr/
Bmw	730i	2.0 258BG M Excellence	2,0	Benzin	Otomatik	868.300	http://www.bmw.com.tr/
Bmw	730i	2.0 258BG M Sport	2,0	Benzin	Otomatik	863.600	http://www.bmw.com.tr/
Bmw	730i	2.0 258BG Pure Excellence	2,0	Benzin	Otomatik	856.500	http://www.bmw.com.tr/
Bmw	730Ld	3.0 265BG M Excellence xDrive	3,0	Dizel	Otomatik	1.198.600	http://www.bmw.com.tr/
Bmw	730Ld	3.0 265BG M Sport xDrive	3,0	Dizel	Otomatik	1.179.300	http://www.bmw.com.tr/
Bmw	730Ld	3.0 265BG Pure Excellence xDrive	3,0	Dizel	Otomatik	1.184.000	http://www.bmw.com.tr/
Bmw	730Li	2.0 258BG M Excellence	2,0	Benzin	Otomatik	910.700	http://www.bmw.com.tr/
Bmw	730Li	2.0 258BG M Sport	2,0	Benzin	Otomatik	895.100	http://www.bmw.com.tr/
Bmw	730Li	2.0 258BG Pure Excellence	2,0	Benzin	Otomatik	898.900	http://www.bmw.com.tr/
Bmw	740Le	2.0 326 3BG M Excellence xDrive iPerformance	2,0	Hibrit	Otomatik	1.004.900	http://www.bmw.com.tr/
Bmw	740Le	2.0 326 3BG M Sport xDrive iPerformance	2,0	Hibrit	Otomatik	989.300	http://www.bmw.com.tr/
Bmw	740Le	2.0 326 3BG Pure Excellence xDrive iPerformance	2,0	Hibrit	Otomatik	993.100	http://www.bmw.com.tr/
Bmw	750Ld	3.0 400BG M Excellence xDrive	3,0	Dizel	Otomatik	1.414.200	http://www.bmw.com.tr/
Bmw	750Ld	3.0 400BG M Sport xDrive	3,0	Dizel	Otomatik	1.395.000	http://www.bmw.com.tr/
Bmw	750Ld	3.0 400BG Pure Excellence xDrive	3,0	Dizel	Otomatik	1.399.700	http://www.bmw.com.tr/
Bmw	i3	170BG Premium Techno	-	Elektrik	Otomatik	193.200	http://www.bmw.com.tr/
Bmw	i3	170BG Pure	-	Elektrik	Otomatik	184.500	http://www.bmw.com.tr/
Bmw	i3	94Ah 170BG Premium Techno	-	Elektrik	Otomatik	201.500	http://www.bmw.com.tr/
Bmw	i3	94Ah 170BG Pure	-	Elektrik	Otomatik	192.700	http://www.bmw.com.tr/
Bmw	i8	1.5 362 (266) 4BG Premium Techno	1,5	Hibrit	Otomatik	854.800	http://www.bmw.com.tr/
Bmw	i8	1.5 362 (266) 4BG Pure	1,5	Hibrit	Otomatik	797.400	http://www.bmw.com.tr/
Bmw	M2 Coupe	3.0 370BG Pure	3,0	Benzin	Otomatik	551.500	http://www.bmw.com.tr/
Bmw	M3 Sedan 2	3.0 431BG M Competition	3,0	Benzin	Otomatik	819.700	http://www.bmw.com.tr/
Bmw	M3 Sedan 2	3.0 431BG Pure	3,0	Benzin	Otomatik	761.400	http://www.bmw.com.tr/
Bmw	M4 Cabrio 2	3.0 431BG M Competition	3,0	Benzin	Otomatik	933.300	http://www.bmw.com.tr/
Bmw	M4 Cabrio 2	3.0 431BG Pure	3,0	Benzin	Otomatik	878.000	http://www.bmw.com.tr/
Bmw	M4 Coupe	3.0 431BG M Competition	3,0	Benzin	Otomatik	886.100	http://www.bmw.com.tr/
Bmw	M4 Coupe	3.0 431BG Pure	3,0	Benzin	Otomatik	819.700	http://www.bmw.com.tr/
Bmw	M6 Cabrio 2	4.4 560BG Pure	4,4	Benzin	Otomatik	1.376.400	http://www.bmw.com.tr/
Bmw	M6 Coupe 2	4.4 560BG Pure	4,4	Benzin	Otomatik	1.294.800	http://www.bmw.com.tr/
Bmw	M6 Gran Coupe	4.4 560BG Pure	4,4	Benzin	Otomatik	1.329.800	http://www.bmw.com.tr/
Bmw	M760Li	6.6 609BG Luxury xDrive	6,6	Benzin	Otomatik	1.574.600	http://www.bmw.com.tr/
Bmw	M760Li	6.6 609BG Pure xDrive	6,6	Benzin	Otomatik	1.527.900	http://www.bmw.com.tr/
Bmw	X1	1.5 116BG Joy sDrive16d 2	1,5	Dizel	Düz	205.600	http://www.bmw.com.tr/
Bmw	X1	1.5 116BG M Sport sDrive16d 2	1,5	Dizel	Düz	230.700	http://www.bmw.com.tr/
Bmw	X1	1.5 116BG Prestige sDrive16d 2	1,5	Dizel	Düz	214.500	http://www.bmw.com.tr/
Bmw	X1	1.5 116BG Sport Line sDrive16d 2	1,5	Dizel	Düz	219.200	http://www.bmw.com.tr/
Bmw	X1	1.5 116BG X Line sDrive16d 2	1,5	Dizel	Düz	219.200	http://www.bmw.com.tr/
Bmw	X1	1.5 136BG Joy sDrive18i	1,5	Benzin	Otomatik	198.400	http://www.bmw.com.tr/
Bmw	X1	1.5 136BG M Sport sDrive18i	1,5	Benzin	Otomatik	223.500	http://www.bmw.com.tr/
Bmw	X1	1.5 136BG Prestige sDrive18i	1,5	Benzin	Otomatik	207.300	http://www.bmw.com.tr/
Bmw	X1	1.5 136BG Sport Line sDrive18i	1,5	Benzin	Otomatik	212.000	http://www.bmw.com.tr/
Bmw	X1	1.5 136BG X Line sDrive18i	1,5	Benzin	Otomatik	212.000	http://www.bmw.com.tr/
Bmw	X3	1.6 170BG Joy sDrive20i	1,6	Benzin	Otomatik	241.400	http://www.bmw.com.tr/
Bmw	X3	1.6 170BG M Plus sDrive20i	1,6	Benzin	Otomatik	298.800	http://www.bmw.com.tr/
Bmw	X3	1.6 170BG Prestige sDrive20i	1,6	Benzin	Otomatik	265.100	http://www.bmw.com.tr/
Bmw	X3	1.6 170BG X Plus sDrive20i	1,6	Benzin	Otomatik	271.600	http://www.bmw.com.tr/
Bmw	X3	2.0 190BG Joy xDrive20d	2,0	Dizel	Otomatik	350.400	http://www.bmw.com.tr/
Bmw	X3	2.0 190BG M Plus xDrive20d	2,0	Dizel	Otomatik	425.700	http://www.bmw.com.tr/
Bmw	X3	2.0 190BG Prestige xDrive20d	2,0	Dizel	Otomatik	381.500	http://www.bmw.com.tr/
Bmw	X3	2.0 190BG X Plus xDrive20d	2,0	Dizel	Otomatik	390.000	http://www.bmw.com.tr/
Bmw	X4	2.0 190BG Exclusive xDrive20d	2,0	Dizel	Otomatik	416.300	http://www.bmw.com.tr/
Bmw	X4	2.0 190BG Joy xDrive20d	2,0	Dizel	Otomatik	364.500	http://www.bmw.com.tr/
Bmw	X4	2.0 190BG M Sport xDrive20d	2,0	Dizel	Otomatik	464.300	http://www.bmw.com.tr/
Bmw	X4	2.0 190BG X Line xDrive20d	2,0	Dizel	Otomatik	435.200	http://www.bmw.com.tr/
Bmw	X5	2.0 231BG M Plus xDrive25d	2,0	Dizel	Otomatik	604.200	http://www.bmw.com.tr/
Bmw	X5	2.0 231BG Prestige xDrive25d	2,0	Dizel	Otomatik	550.500	http://www.bmw.com.tr/
Bmw	X5	2.0 231BG Pure xDrive25d	2,0	Dizel	Otomatik	503.400	http://www.bmw.com.tr/
Bmw	X5	2.0 313 3BG M Plus xDrive40e iPerformance 2	2,0	Hibrit	Otomatik	672.500	http://www.bmw.com.tr/
Bmw	X5	2.0 313 3BG Prestige xDrive40e iPerformance 2	2,0	Hibrit	Otomatik	631.000	http://www.bmw.com.tr/
Bmw	X5	2.0 313 3BG Pure xDrive40e iPerformance 2	2,0	Hibrit	Otomatik	599.900	http://www.bmw.com.tr/
Bmw	X6	3.0 313BG M Plus xDrive40d	3,0	Dizel	Otomatik	919.900	http://www.bmw.com.tr/
Bmw	X6	3.0 313BG Prestige Plus xDrive40d	3,0	Dizel	Otomatik	871.000	http://www.bmw.com.tr/
Bmw	X6	3.0 313BG Pure xDrive40d	3,0	Dizel	Otomatik	808.000	http://www.bmw.com.tr/
Citroen	C Elysee	1.2 PURETECH 82HP M/T LIVE	1,2	Benzin	Düz	59.500	http://www.citroen.com.tr/
Citroen	C Elysee	1.6 HDI 92HP M/T ATTRACTION	1,6	Dizel	Düz	64.600	http://www.citroen.com.tr/
Citroen	C Elysee	1.6 HDI 92HP M/T CONFORT	1,6	Dizel	Düz	67.130	http://www.citroen.com.tr/
Citroen	C Elysee	1.6 HDI 92HP M/T EXCLUSIVE	1,6	Dizel	Düz	69.350	http://www.citroen.com.tr/
Citroen	C Elysee	1.6 HDI 92HP M/T FEEL	1,6	Dizel	Düz	72.600	http://www.citroen.com.tr/
Citroen	C Elysee	1.6 HDI 92HP M/T LIVE	1,6	Dizel	Düz	72.400	http://www.citroen.com.tr/
Citroen	C Elysee	1.6 HDI 92HP M/T SHINE	1,6	Dizel	Düz	71.650	http://www.citroen.com.tr/
Citroen	C3	1.2 PURETECH 82HP BVM5 FEEL	1,2	Benzin	Düz	64.550	http://www.citroen.com.tr/
Citroen	C3	1.2 PURETECH 82HP BVM5 LIVE	1,2	Benzin	Düz	59.850	http://www.citroen.com.tr/
Citroen	C3	1.6 BLUEHDI 100HP S&S BVM5 SHINE	1,6	Dizel	Düz	81.800	http://www.citroen.com.tr/
Citroen	C3	1.6 BLUEHDI 75HP S&S BVM5 FEEL	1,6	Dizel	Düz	76.750	http://www.citroen.com.tr/
Citroen	C3	1.6 BLUEHDI 75HP S&S BVM5 LIVE	1,6	Dizel	Düz	74.300	http://www.citroen.com.tr/
Citroen	C4	1.6 BLUEHDI 120HP EAT6 CONFORT	1,6	Dizel	Otomatik	104.900	http://www.citroen.com.tr/
Citroen	C4	1.6 HDI 92HP M/T CONFORT	1,6	Dizel	Düz	96.900	http://www.citroen.com.tr/
Citroen	C4	1.6 HDI 92HP M/T EASY	1,6	Dizel	Düz	93.350	http://www.citroen.com.tr/
Citroen	C4 Cactus	1.2 PURETECH 82HP ETG5 FEEL	1,2	Benzin	Otomatik	77.350	http://www.citroen.com.tr/
Citroen	C4 Cactus	1.2 PURETECH 82HP ETG5 SHINE	1,2	Benzin	Otomatik	82.820	http://www.citroen.com.tr/
Citroen	C4 Cactus	1.6 E-HDI 92HP ETG6 FEEL	1,6	Dizel	Otomatik	90.960	http://www.citroen.com.tr/
Citroen	C4 Cactus	1.6 E-HDI 92HP ETG6 SHINE	1,6	Dizel	Otomatik	96.600	http://www.citroen.com.tr/
Citroen	C4 Picasso	1.6 BLUEHDI 120HP EAT6 INTENSIVE 5K	1,6	Dizel	Otomatik	136.750	http://www.citroen.com.tr/
Citroen	Grand C4 Picasso	1.6 BLUEHDI 120HP EAT6 INTENSIVE 7K	1,6	Dizel	Otomatik	156.200	http://www.citroen.com.tr/
Dacia	Duster	1.5 dCi 110 bg Ambiance 4x4	1,5	Dizel	Düz	76.550	https://www.dacia.com.tr/
Dacia	Duster	1.5 dCi 110 bg EDC Blackshadow	1,5	Dizel	Otomatik	85.400	https://www.dacia.com.tr/
Dacia	Duster	1.5 dCi 110 bg EDC Laureate 4x2	1,5	Dizel	Otomatik	82.900	https://www.dacia.com.tr/
Dacia	Duster	1.5 dCi 110 bg Laureate 4x2	1,5	Dizel	Düz	75.900	https://www.dacia.com.tr/
Dacia	Duster	1.5 dCi 110 bg Laureate 4x4	1,5	Dizel	Düz	79.750	https://www.dacia.com.tr/
Dacia	Duster	1.5 dCi 90 bg Ambiance 4x2	1,5	Dizel	Düz	69.450	https://www.dacia.com.tr/
Dacia	Duster	1.5 dCi 90 bg Laureate 4x2	1,5	Dizel	Düz	75.200	https://www.dacia.com.tr/
Dacia	Duster	1.6 16V 115 bg Ambiance 4x2	1,6	Benzin	Düz	60.800	https://www.dacia.com.tr/
Dacia	Lodgy	1.5 dCi 110 bg Stepway - 5 koltuklu	1,5	Dizel	Düz	73.250	https://www.dacia.com.tr/
Dacia	Lodgy	1.5 dCi 110 bg Stepway - 7 koltuklu	1,5	Dizel	Düz	75.950	https://www.dacia.com.tr/
Dacia	Lodgy	1.5 dCi 90 bg Laureate - 5 koltuklu	1,5	Dizel	Düz	69.250	https://www.dacia.com.tr/
Dacia	Lodgy	1.5 dCi 90 bg Laureate - 7 koltuklu	1,5	Dizel	Düz	73.250	https://www.dacia.com.tr/
Dacia	Logan MCV	1.0 Sce 75 bg Ambiance	1,0	Benzin	Düz	50.150	https://www.dacia.com.tr/
Dacia	Logan MCV	1.5 dCi 90 bg Ambiance	1,5	Dizel	Düz	58.350	https://www.dacia.com.tr/
Dacia	Sandero	1.0 90 bg Easy-R Stepway Turbo 	1,0	Benzin	Otomatik	57.300	https://www.dacia.com.tr/
Dacia	Sandero	1.0 90 bg Stepway Turbo	1,0	Benzin	Düz	53.300	https://www.dacia.com.tr/
Dacia	Sandero	1.0 Sce 75 bg Ambiance	1,0	Benzin	Düz	45.000	https://www.dacia.com.tr/
Dacia	Sandero	1.5 dCi 90 bg Easy-R Stepway	1,5	Dizel	Otomatik	66.600	https://www.dacia.com.tr/
Dacia	Sandero	1.5 dCi 90 bg Stepway	1,5	Dizel	Düz	62.600	https://www.dacia.com.tr/
Fiat	500	0.9 105 HP Twinair 500 Sport	0,9	Benzin	Düz	90.900	http://www.fiat.com.tr/
Fiat	500	0.9 85 HP Twinair Dualogic 500 Sport	0,9	Benzin	Otomatik	90.900	http://www.fiat.com.tr/
Fiat	500	1.2 Fire 69 HP 500 Pop	1,2	Benzin	Düz	64.900	http://www.fiat.com.tr/
Fiat	500	1.2 Fire 69 HP Dualogic 500 Lounge	1,2	Benzin	Otomatik	79.900	http://www.fiat.com.tr/
Fiat	500	1.2 Fire 69 HP Dualogic 500 Sport	1,2	Benzin	Otomatik	86.900	http://www.fiat.com.tr/
Fiat	500	1.2 Fire 69 HP Dualogic 500C Lounge	1,2	Benzin	Otomatik	86.900	http://www.fiat.com.tr/
Fiat	500	1.2 Fire 69 HP Dualogic 500C Riva	1,2	Benzin	Otomatik	105.900	http://www.fiat.com.tr/
Fiat	500L	1.3 M.Jet 95 HP Dualogic Popstar	1,3	Dizel	Otomatik	89.900	http://www.fiat.com.tr/
Fiat	500L	1.3 M.Jet 95 HP Dualogic Rockstar	1,3	Dizel	Otomatik	94.900	http://www.fiat.com.tr/
Fiat	500L	1.3 M.Jet 95 HP Popstar	1,3	Dizel	Düz	85.900	http://www.fiat.com.tr/
Fiat	500L	1.3 M.Jet 95 HP Rockstar	1,3	Dizel	Düz	90.900	http://www.fiat.com.tr/
Fiat	500L	1.4 Fire 95 HP Popstar	1,4	Benzin	Düz	72.900	http://www.fiat.com.tr/
Fiat	500L	1.6 M.Jet 120 HP Rockstar	1,6	Dizel	Düz	94.900	http://www.fiat.com.tr/
Fiat	500L Living	1.3 M.Jet 95 HP Dualogic (5 Koltuk) Lounge	1,3	Dizel	Otomatik	94.900	http://www.fiat.com.tr/
Fiat	500L Living	1.3 M.Jet 95 HP Dualogic (7 Koltuk) Lounge	1,3	Dizel	Otomatik	96.900	http://www.fiat.com.tr/
Fiat	500L Living	1.6 M.Jet 120 HP (7 Koltuk) Lounge	1,6	Dizel	Düz	94.900	http://www.fiat.com.tr/
Fiat	500X	1.3 M.Jet 95 HP Cross	1,3	Dizel	Düz	99.900	http://www.fiat.com.tr/
Fiat	500X	1.4 Multi Air 140 HP DCT Cross	1,4	Benzin	Otomatik	102.900	http://www.fiat.com.tr/
Fiat	500X	1.4 Multi Air 140 HP DCT Cross Plus	1,4	Benzin	Otomatik	108.900	http://www.fiat.com.tr/
Fiat	500X	1.4 Multi Air 170 HP AT9 4X4 Cross Plus	1,4	Benzin	Düz	124.900	http://www.fiat.com.tr/
Fiat	500X	1.6 E-TORQ 110 HP Pop Plus	1,6	Benzin	Düz	88.900	http://www.fiat.com.tr/
Fiat	500X	1.6 Multi Jet 120 HP Cross Plus	1,6	Dizel	Düz	108.900	http://www.fiat.com.tr/
Fiat	500X	1.6 Multi Jet 120 HP DCT Cross	1,6	Dizel	Otomatik	108.900	http://www.fiat.com.tr/
Fiat	500X	1.6 Multi Jet 120 HP DCT Cross Plus	1,6	Dizel	Otomatik	114.900	http://www.fiat.com.tr/
Fiat	Doblo Panorama	1.6 M.Jet 105 HP Easy	1,6	Dizel	Düz	81.900	http://www.fiat.com.tr/
Fiat	Doblo Panorama	1.6 M.Jet 105 HP Easy Maxi	1,6	Dizel	Düz	84.400	http://www.fiat.com.tr/
Fiat	Doblo Panorama	1.6 M.Jet 105 HP Premio Plus (Gri / Black)	1,6	Dizel	Düz	90.400	http://www.fiat.com.tr/
Fiat	Doblo Panorama	1.6 M.Jet 105 HP Safeline	1,6	Dizel	Düz	84.400	http://www.fiat.com.tr/
Fiat	Doblo Panorama	1.6 M.Jet 90 HP Conformatic Premio Plus (Gri / Black)	1,6	Dizel	Otomatik	94.400	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.3 M.Jet 95 HP Easy Plus	1,3	Dizel	Düz	76.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.3 M.Jet 95 HP Urban Plus	1,3	Dizel	Düz	82.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.4 Fire 95 HP Easy Plus	1,4	Benzin	Düz	60.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.4 Fire 95 HP Lounge Plus	1,4	Benzin	Düz	74.400	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.4 Fire 95 HP Urban Plus	1,4	Benzin	Düz	66.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.4 T-Jet 120 HP Lounge Plus	1,4	Benzin	Düz	81.400	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 E-Torq 110 HP AT6 Easy Plus	1,6	Benzin	Otomatik	69.400	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 E-Torq 110 HP AT6 Lounge Plus	1,6	Benzin	Otomatik	83.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 E-Torq 110 HP AT6 Urban Plus	1,6	Benzin	Otomatik	77.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 M.Jet 120 HP DCT Easy Plus	1,6	Dizel	Otomatik	92.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 M.Jet 120 HP DCT Lounge Plus	1,6	Dizel	Otomatik	99.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 M.Jet 120 HP DCT Urban Plus	1,6	Dizel	Otomatik	93.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 M.Jet 120 HP Lounge Plus	1,6	Dizel	Düz	92.900	http://www.fiat.com.tr/
Fiat	Egea Hatchback	1.6 M.Jet 120 HP Urban Plus	1,6	Dizel	Düz	86.900	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.3 M.Jet 95 HP Easy	1,3	Dizel	Düz	72.900	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.3 M.Jet 95 HP Lounge	1,3	Dizel	Düz	81.900	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.3 M.Jet 95 HP Urban	1,3	Dizel	Düz	76.900	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.4 Fire 95 HP Easy	1,4	Benzin	Düz	57.900	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.4 Fire 95 HP Lounge	1,4	Benzin	Düz	66.900	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.4 Fire 95 HP Urban	1,4	Benzin	Düz	62.400	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.6 E-Torq 110 HP AT6 Lounge	1,6	Benzin	Otomatik	78.400	http://www.fiat.com.tr/
Fiat	Egea Sedan	1.6 E-Torq 110 HP AT6 Urban	1,6	Benzin	Otomatik	73.900	http://www.fiat.com.tr/
